ISIN,Fund Name,SFDR,Sustainabilty Theme,Fund Provider,Fund Launch - start,Fund Currency,Funds Description,Funds Domicile,Benchmark ,Geography,AuM 2022 - amount USD mios,Perf 1Y USD,Impact Investing,Negative Screening,Positive Screening,Responsible Investments,SRI,ESG Rating,UNCTAD Sensitive sectors,Weapon ,Cluster bombs / Nuclear Weapons (NPT) ,Tobacco ,Gambling ,Pornography ,GMO ,Nuclear ,Alcohol ,Fossil fuels ,Coal ,Clean tech ,Net climate impact,UNCTAD SDG Alignment,Water and sanitation,Transport infrastructure,Telecommunications infrastructure,Power,Health,Food and agriculture,Education,Eco-systems/biodiversity,Climate change mitigation,Climate change adaptation,Portfolio weighted Co2 (Kt Co2 total) ,Portfolio weighted Co2 Intensity (tCO2/mio Revenues $),SBTi,No Info,SBTI - Committed,SBTI - Targets Set 2°C,SBTI - Targets Set Well-below 2°C,SBTI - Targets Set 1.5°C
LU0130103400,Harris Associates Global Equity Fund R/A (USD),Article 6,SRI,Harris Associates LP,"37,076.00",USDollar,The fund's investment objective is long term growth of capital. The Fund invests primarily in equity securities of companies around the world. The Fund invests at least two-thirds of its total assets in equity securities worldwide. The Fund may invest up to 10% of its net assets in undertakings for collective investment,Luxembourg,MSCI World NR USD,Global,"1,426.27",-0.18,,,Best in Class,TRUE,,2,0.03,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.04,0.02,0.00,-0.04,0.15,0.00,0.00,0.02,0.00,0.10,0.03,0.00,0.00,0.00,0.00,"2,454.81",42.98,% Targets set,0.47,0.32,0.00,0.03,0.16
DK0060918738,Nykredit Invest Engros Globale Value Aktier,Article 8,SRI,Nykredit Asset Management & Sparinvest,"43,122.00",DanishKrone,The fund invests in global equities. A maximum of 10% of the fund's assets may be invested in shares that are not listed on a stock exchange. The investments are made taking into account the association's general policy for sustainable investments. The fund may use different types of derivative financial instruments to adjust the risk or to achieve a better return.,Denmark,MSCI AC World Value NR USD,Global,121.87,-0.16,,,,TRUE,,2,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.02,0.02,0.00,-0.02,0.18,0.00,0.00,0.03,0.00,0.10,0.04,0.00,0.00,0.00,0.00,"6,590.91",151.54,% Targets set,0.36,0.29,0.00,0.03,0.25
DK0060053817,Nykredit Invest Engros Global Opportunities,Article 8,SRI,Nykredit Asset Management & Sparinvest,"39,069.00",DanishKrone,The fund invests globally in equities. The fund's investments are made taking into account the association's policy for sustainable investments. The fund may use different types of derivative financial instruments to adjust the risk or to achieve a better return.,Denmark,MSCI AC World NR USD,Global,206.97,-0.19,,,,TRUE,,2,0.07,0.06,0.00,0.01,0.00,0.00,0.00,0.05,0.00,0.13,0.04,0.02,-0.11,0.18,0.02,0.00,0.00,0.04,0.15,0.01,0.00,0.00,0.00,0.00,"5,131.42",280.95,% Targets set,0.39,0.18,0.01,0.04,0.26
LU0224508324,Schroder ISF Global Cities A USD Acc,Article 9,SRI,Schroder Investment Management,"38,656.00",USDollar,"The fund aims to provide income and capital growth in excess of the FTSE EPRA NAREIT Developed Index (Net TR, USD) after fees have been deducted over a three to five year period by investing in equities of real estate companies worldwide and which the investment manager deems to be sustainable investments. The fund is actively managed and invests at least 75% of its assets in sustainable investments, which are investments that contribute towards more environmentally resilient and innovative cities and infrastructure.",Luxembourg,FTSE EPRA Nareit Developed NR USD,Global,667.95,-0.29,,,,TRUE,,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,379.00,157.91,% Targets set,0.49,0.07,0.02,0.09,0.27
NO0010820509,DNB Global Materialsektor Indeks A,N/A,SRI,DNB Asset Management,"43,382.00",NorwegianKrone,"The fund invests in shares listed on stock exchanges and regulated markets worldwide, in companies that operate in the materials sector. The fund's benchmark index consists of about 100-150 companies. As an index-linked equity fund that seeks to give the fund a composition corresponding to the fund's benchmark index.",Norway,Index is not available on Lipper Database,Global,93.91,-0.12,,"ex Weapons, ex Tobacco, ex Adult Entertainment",,TRUE,,2,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.20,0.09,0.06,-0.14,0.07,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,"13,261.16",670.94,% Targets set,0.39,0.13,0.00,0.14,0.16
,BMO Brookfield Global Real Estate Tech Fund A,N/A,SRI,BMO Global Asset Management,"44,617.00",CanadianDollar,"This funds objective is to provide long-term growth through capital appreciation and income by primarily investing in global technology related real estate companies. The Fund invests primarily in global technology related real estate companies, including data centers, communications towers and industrials.",Canada,FTSE EPRA Nareit Developed TR CAD,Global,53.52,,,,,TRUE,,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,626.20,226.18,% Targets set,0.31,0.13,0.09,0.08,0.38
,Franklin ClearBridge Sustble Glb Infs Inc Fd A CAD,N/A,SRI,Franklin Templeton International,"44,364.00",CanadianDollar,Income and capital appreciation by investing primarily in equity securities of sustainable issuers in the infrastructure business,Canada,S&P Global Infrastructure NR CAD,Global,99.51,-0.08,,"ex Tobacco, ex Alcohol or Drugs",,TRUE,,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.58,0.15,0.07,-0.51,0.24,0.16,0.08,0.00,0.51,0.00,0.00,0.00,0.00,0.00,0.00,"9,658.46","1,040.25",% Targets set,0.45,0.10,0.03,0.04,0.31
AU60TGP00085,ClearBridge RARE Infrastructure Value Hedged A,N/A,SRI,Franklin Templeton International,"39,034.00",AustralianDollar,"To provide investors with regular and stable income comprised of dividends, distributions and interest received plus capital growth from a portfolio of global infrastructure securities while hedging the Funds currency exposure back to AUD and to outperform the Benchmark. The Fund will hold a diverse range of global infrastructure securities across a number of infrastructure sub-sectors such as gas, electricity and water utilities, renewables, toll-roads, airports, rail and communication infrastructure and across geographic regions.",Australia,G7 OECD Inflation Indicator + 5.5%,Global,520.71,-0.08,Sustainable Development Goals (SDGs),,,TRUE,,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.43,0.13,0.06,-0.37,0.22,0.13,0.09,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,"8,752.87",805.25,% Targets set,0.34,0.08,0.02,0.14,0.33
AU60TGP00341,ClearBridge RARE Infrastructure Value A,N/A,SRI,Franklin Templeton International,"40,694.00",AustralianDollar,"To provide investors with regular and stable income, comprised of dividends, distributions and interest, plus capital growth from a portfolio of global infrastructure securities without any hedging of the Funds currency exposure.",Australia,G7 OECD Inflation Indicator + 5.5%,Global,619.83,-0.04,Sustainable Development Goals (SDGs),,,TRUE,,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.43,0.13,0.07,-0.37,0.22,0.13,0.09,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,"8,746.21",804.54,% Targets set,0.34,0.08,0.02,0.14,0.33
AU60TGP00168,ClearBridge RARE Infrastructure Income Hedged A,N/A,SRI,Franklin Templeton International,"39,675.00",AustralianDollar,"To provide investors with regular and stable income comprised of dividends, distributions and interest received plus capital growth from a portfolio of global infrastructure securities while hedging the Funds currency exposure back to AUD and to outperform the benchmark, being an accumulation index comprised of the OECD G7 Inflation Index plus 5.5% per annum. The Fund will hold a diverse range of global infrastructure securities across a number of infrastructure sub-sectors such as gas, electricity and water utilities, renewables, toll-roads, airports, rail and communication infrastructure and across geographic regions.",Australia,G7 OECD Inflation Indicator + 5.5%,Global,673.90,-0.09,Sustainable Development Goals (SDGs),,,TRUE,,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.55,0.15,0.07,-0.48,0.23,0.15,0.07,0.00,0.48,0.00,0.00,0.00,0.00,0.00,0.00,"9,612.00","1,036.95",% Targets set,0.42,0.09,0.03,0.04,0.29
AU60SSB66497,ClearBridge RARE Infrastructure Income A,N/A,SRI,Franklin Templeton International,"44,298.00",AustralianDollar,"To provide investors with regular and stable income comprised of dividends, distributions and interest received plus capital growth from a portfolio of global infrastructure securities without any hedging of the Funds currency exposure and to outperform the Benchmark. The Fund will hold a diverse range of global infrastructure securities across a number of infrastructure subsectors such as gas, electricity and water utilities, renewables, toll-roads, airports, rail and communication infrastructure and across geographic regions.",Australia,G7 OECD Inflation Indicator + 5.5%,Global,14.67,-0.06,Sustainable Development Goals (SDGs),,,TRUE,,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.55,0.15,0.07,-0.48,0.23,0.15,0.07,0.00,0.48,0.00,0.00,0.00,0.00,0.00,0.00,"9,623.04","1,035.33",% Targets set,0.42,0.09,0.03,0.04,0.29
AU60PIM05416,First Sentier Responsible Listed Infrastructure,N/A,SRI,First Sentier Investors,"44,411.00",AustralianDollar,"The Fund aims to achieve capital growth and inflation-protected income by investing in a globally diversified portfolio of infrastructure securities, with a focus on companies that the Investment Manager believes can contribute to or benefit from sustainable development. The Fund aims to outperform the relevant benchmark for each class of units over rolling five year periods. The Fund invests in shares of listed companies around the world that own or operate infrastructure assets.",Australia,Index is not available on Lipper Database,Global,46.29,-0.12,Sustainable Development Goals (SDGs),,,TRUE,,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.55,0.30,0.02,-0.53,0.31,0.19,0.09,0.00,0.36,0.00,0.00,0.00,0.01,0.02,0.00,"13,813.58","1,161.21",% Targets set,0.11,0.09,0.00,0.25,0.38
GB00BMBQLK73,First Sentier Responsible Listd Infrastr B Acc GBP,N/A,SRI,First Sentier Investors,"44,235.00",UKPence,"The Fund invests at least 70% of its Net Asset Value in a diversified portfolio of equity or equity-related securities issued by companies in the infrastructure sector that are listed, traded or dealt in on Regulated Markets worldwide. The infrastructure sector includes, but is not limited to, utilities (e.g. gas, water and electricity), highways and rail tracks, airports and oil and gas storage and transportation.",UK,FTSE Global Core Infrastructure 50/50 TR GBP,Global,49.27,-0.09,,,,TRUE,,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.48,0.27,0.04,-0.44,0.47,0.21,0.22,0.00,0.31,0.00,0.00,0.00,0.02,0.02,0.00,"11,589.38","1,099.84",% Targets set,0.15,0.08,0.00,0.20,0.41
IE00B29SXL02,First Sentier Gbl Listed Infr I Dist USD,Article 8,SRI,First Sentier Investors,"39,626.00",USDollar,"To achieve income and growth on your investment. The Fund invests primarily (at least 70% of its Net Asset Value) in a diversified portfolio of listed Infrastructure and Infrastructure-related equity securities of issuers listed, traded or dealt in on Regulated Markets worldwide. The Infrastructure sector includes, but is not limited to, utilities (e.g. water and electricity), highways and railways, airports services, marine ports and services, and oil and gas storage and transportation.",Ireland,FTSE Global Core Infras 50/50 Net Tax TR USD,Global,"1,637.05",-0.04,NA,NA,NA,NA,NA,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.55,0.32,0.00,-0.55,0.39,0.13,0.25,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,"10,929.35","1,183.22",% Targets set,0.30,0.06,0.00,0.13,0.31
US1315821819,Calvert Global Real Estate Fund;I,N/A,SRI,Calvert,"44,680.00",USDollar,"The Fund seeks total return through a combination of long-term capital appreciation and dividend income. It invests at least 80% of assets in securities of companies in the real estate industry. The Fund may invest without limit in all types of REITs, including timber REITs, tower REITs and other REITs.",USA,Index is not provided by Management Company,Global,4.03,,,,,TRUE,TRUE,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,362.81,110.05,% Targets set,0.41,0.13,0.10,0.08,0.26
US09261A5083,BlackRock Infrastructure Sustainable Opps Fd;K,N/A,SRI,Blackrock Asset Management,"44,469.00",USDollar,"The Fund seeks to maximize total return while seeking to invest in issuers which are helping to address certain United Nations Sustainable Development Goals. Under normal circumstances, the Fund will invest in the equity securities of infrastructure-related companies or derivatives with similar economic characteristics.",USA,Index is not available on Lipper Database,Global,8.52,-0.16,Sustainable Development Goals (SDGs),,Best in Class,TRUE,TRUE,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.29,0.14,0.09,-0.20,0.29,0.15,0.10,0.04,0.29,0.00,0.00,0.00,0.00,0.00,0.00,"8,032.54",553.14,% Targets set,0.32,0.13,0.00,0.13,0.34
NL0010622569,NN Vastgoed Fonds,Article 8,SRI,Nn Investment Partners,"33,123.00",Euro,"The fund invests worldwide in real estate companies and in real estate investment funds. This includes companies and investment funds that mainly derive their income from or are mainly active in the field of real estate or the management and / or development thereof. The portfolio is spread over several countries. In addition to investing directly in companies, the fund may also invest in other financial instruments or investment funds to execute the investment strategy.",Netherlands,Index is not available on Lipper Database,Global,37.28,-0.29,,"ex Weapons, ex Tobacco, ex Fossil Energy",,TRUE,,2,0.02,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,221.83,93.03,% Targets set,0.47,0.08,0.13,0.09,0.21
NL0006311847,NN Global Real Estate Fund,Article 8,SRI,Nn Investment Partners,"41,608.00",Euro,"The fund invests globally in companies within the real estate sector and in funds that invest in real estate. This includes companies and investment funds that mainly derive their income from, or are primarily active in, the field of real estate or its management and / or development. The portfolio is spread over various countries. In addition to investing directly in companies, the fund can also invest in other financial instruments or investment funds to implement the investment strategy. Measured over a period of several years, we aim to outperform the benchmark.",Netherlands,Index is not available on Lipper Database,Global,351.92,-0.25,,"ex Weapons, ex Tobacco, ex Fossil Energy",,TRUE,,2,0.02,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,219.99,92.42,% Targets set,0.47,0.08,0.13,0.09,0.20
LU0250172185,Goldman Sachs Glbl R Est Eqty (Fmr NN) - P Cap EUR,Article 8,SRI,Nn Investment Partners,"38,852.00",Euro,"The Sub-Fund invests in a diversified portfolio of equities and/or other transferable securities (warrants on transferable securities up to a maximum of 10% of the Sub-Fund's net assets and convertible bonds) issued by companies established, listed or traded in any country and operating in the real estate sector. Measured over a period of several years this Sub-Fund aims to beat the performance of the Benchmark 10/40 GPR 250 Global Net.",Luxembourg,Index is not available on Lipper Database,Global,249.81,-0.27,,"ex Weapons, ex Tobacco, ex Fossil Energy",,TRUE,,2,0.02,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,219.47,92.34,% Targets set,0.48,0.08,0.13,0.09,0.20
LU1893655784,THEAM QUANT Equity World GURU C Dis,Article 8,SRI,Bnp Paribas Am,"43,789.00",USDollar,"The objective of the Sub-fund is to increase the value of its assets over the medium term by being exposed to a dynamic basket of equities listed on worldwide markets or operating on these markets, the components of which are chosen using a systematic selection method based on a fundamental analysis of companies. The Sub-fund will not invest more than 10% of its net assets in units or shares of UCITS or other UCIs",Luxembourg,Index is not available on Lipper Database,Global,90.04,-0.13,,"ex Weapons, ex Tobacco, ex Fossil Energy, ex Other",,TRUE,,2,0.03,0.03,0.00,0.00,0.00,0.00,0.02,0.01,0.00,0.39,0.04,0.01,-0.39,0.18,0.01,0.00,0.00,0.01,0.04,0.13,0.00,0.00,0.00,0.00,"19,591.82",736.43,% Targets set,0.41,0.14,0.00,0.04,0.12
LU2314312765,BNPPE FTSE EPRA Nareit Gbl Dvlp Green CTB TC C,Article 9,SRI,Bnp Paribas Am,"44,519.00",Euro,"The Fund seeks to replicate the performance of the FTSE EPRA Nareit Developed Green EU CTB (NTR) Index. The Index is composed of global listed real estate companies and REITS with strong sustainability metrics, based on three sustainable investment considerations: Green building certification, Energy usage and Carbon Emission data, while aiming to comply with the Climate Transition Benchmark targets of reducing carbon intensity by at least 30% relative to the initial investment universe and achieving an additional decarbonisation target of at least 7% each year.",Luxembourg,FTSE EPRA Nareit Dev Green EU CTB Net Tax CR EUR,Global,59.17,-0.28,,"ex Weapons, ex Tobacco, ex Fossil Energy",Thematic,TRUE,,2,0.02,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,440.84,141.30,% Targets set,0.53,0.09,0.05,0.03,0.28
